Name                                 Type       MACs             CPercent    Memory         MPercent    Params      PPercent    InShape         OutShape        VACC    Relay
/model.18/m.0/cv1/act/Sigmoid        Sigmoid    52,428,800       0.01%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.22/Reshape                    Reshape    0                0.00%       14,745,600     0.28%       0           0.00%       1x144x160x160   1x144x25600     fail    fail
/model.18/m.0/cv1/act/Mul            Mul        1,638,400        0.00%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.18/m.0/cv2/conv/Conv          Conv       3,776,512,000    1.05%       8,913,920      0.17%       590,080     1.26%       1x256x80x80     1x256x80x80     fail    fail
/model.18/m.0/cv2/act/Sigmoid        Sigmoid    52,428,800       0.01%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.18/m.0/cv2/act/Mul            Mul        1,638,400        0.00%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.18/m.1/cv1/conv/Conv          Conv       3,776,512,000    1.05%       8,913,920      0.17%       590,080     1.26%       1x256x80x80     1x256x80x80     fail    fail
/model.18/m.1/cv1/act/Sigmoid        Sigmoid    52,428,800       0.01%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.18/m.1/cv1/act/Mul            Mul        1,638,400        0.00%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.18/m.1/cv2/conv/Conv          Conv       3,776,512,000    1.05%       8,913,920      0.17%       590,080     1.26%       1x256x80x80     1x256x80x80     fail    fail
/model.18/m.1/cv2/act/Sigmoid        Sigmoid    52,428,800       0.01%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.18/m.1/cv2/act/Mul            Mul        1,638,400        0.00%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.18/m.2/cv1/conv/Conv          Conv       3,776,512,000    1.05%       8,913,920      0.17%       590,080     1.26%       1x256x80x80     1x256x80x80     fail    fail
/model.18/m.2/cv1/act/Sigmoid        Sigmoid    52,428,800       0.01%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.18/m.2/cv1/act/Mul            Mul        1,638,400        0.00%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.18/m.2/cv2/conv/Conv          Conv       3,776,512,000    1.05%       8,913,920      0.17%       590,080     1.26%       1x256x80x80     1x256x80x80     fail    fail
/model.18/m.2/cv2/act/Sigmoid        Sigmoid    52,428,800       0.01%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.18/m.2/cv2/act/Mul            Mul        1,638,400        0.00%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.18/attn/Reshape_1             Reshape    0                0.00%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x8x32x80x80    fail    fail
/model.18/attn/proj_conv/conv/Conv   Conv       3,776,512,000    1.05%       8,913,920      0.17%       590,080     1.26%       1x256x80x80     1x256x80x80     fail    fail
/model.18/attn/Reshape_2             Reshape    0                0.00%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x8x32x80x80    fail    fail
/model.18/attn/Einsum                Einsum     131,072,000      0.04%       16,384,000     0.32%       0           0.00%       1x8x32x80x80    1x8x80x80x80    fail    fail
/model.18/attn/ReduceMax             ReduceMax  4,096,000        0.00%       204,800        0.00%       0           0.00%       1x8x80x80x80    1x8x80x80       fail    fail
/model.18/attn/Div                   Div        204,800          0.00%       204,800        0.00%       0           0.00%       1x8x80x80       1x8x80x80       fail    fail
/model.18/attn/Add                   Add        51,200           0.00%       204,832        0.00%       8           0.00%       1x8x80x80       1x8x80x80       fail    fail
/model.18/attn/Sigmoid               Sigmoid    1,638,400        0.00%       204,800        0.00%       0           0.00%       1x8x80x80       1x8x80x80       fail    fail
/model.18/attn/Mul                   Mul        51,200           0.00%       204,800        0.00%       0           0.00%       1x8x80x80       1x8x80x80       fail    fail
/model.18/attn/Unsqueeze             Unsqueeze  0                0.00%       204,800        0.00%       0           0.00%       1x8x80x80       1x8x1x80x80     fail    fail
/model.18/attn/Mul_1                 Mul        1,638,400        0.00%       6,553,600      0.13%       0           0.00%       1x8x32x80x80    1x8x32x80x80    fail    fail
/model.18/attn/Reshape_3             Reshape    0                0.00%       6,553,600      0.13%       0           0.00%       1x8x32x80x80    1x256x80x80     fail    fail
/model.18/Concat                     Concat     0                0.00%       39,321,600     0.76%       0           0.00%       1x256x80x80     1x1536x80x80    fail    fail
/model.18/cv2/conv/Conv              Conv       5,036,441,600    1.39%       16,254,976     0.31%       786,944     1.68%       1x1536x80x80    1x512x80x80     fail    fail
/model.18/cv2/act/Sigmoid            Sigmoid    104,857,600      0.03%       13,107,200     0.25%       0           0.00%       1x512x80x80     1x512x80x80     fail    fail
/model.18/cv2/act/Mul                Mul        3,276,800        0.00%       13,107,200     0.25%       0           0.00%       1x512x80x80     1x512x80x80     fail    fail
/model.22/cv3.1/cv3.1.0/conv/Conv    Conv       7,551,385,600    2.09%       11,273,216     0.22%       1,179,904   2.52%       1x512x80x80     1x256x80x80     fail    fail
/model.19/conv/Conv                  Conv       3,775,692,800    1.05%       12,716,032     0.24%       2,359,808   5.04%       1x512x80x80     1x512x40x40     fail    fail
/model.22/cv2.1/cv2.1.0/conv/Conv    Conv       1,887,846,400    0.52%       2,818,304      0.05%       294,976     0.63%       1x512x80x80     1x64x80x80      fail    fail
/model.22/cv3.1/cv3.1.0/act/Sigmoid  Sigmoid    52,428,800       0.01%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.19/act/Sigmoid                Sigmoid    26,214,400       0.01%       3,276,800      0.06%       0           0.00%       1x512x40x40     1x512x40x40     fail    fail
/model.22/cv2.1/cv2.1.0/act/Sigmoid  Sigmoid    13,107,200       0.00%       1,638,400      0.03%       0           0.00%       1x64x80x80      1x64x80x80      fail    fail
/model.22/cv2.1/cv2.1.0/act/Mul      Mul        409,600          0.00%       1,638,400      0.03%       0           0.00%       1x64x80x80      1x64x80x80      fail    fail
/model.22/cv3.1/cv3.1.0/act/Mul      Mul        1,638,400        0.00%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.19/act/Mul                    Mul        819,200          0.00%       3,276,800      0.06%       0           0.00%       1x512x40x40     1x512x40x40     fail    fail
/model.20/Concat                     Concat     0                0.00%       6,553,600      0.13%       0           0.00%       1x512x40x40     1x1024x40x40    fail    fail
/model.22/cv2.1/cv2.1.1/conv/Conv    Conv       236,339,200      0.07%       1,786,112      0.03%       36,928      0.08%       1x64x80x80      1x64x80x80      fail    fail
/model.22/cv3.1/cv3.1.1/conv/Conv    Conv       3,776,512,000    1.05%       8,913,920      0.17%       590,080     1.26%       1x256x80x80     1x256x80x80     fail    fail
/model.22/cv2.1/cv2.1.1/act/Sigmoid  Sigmoid    13,107,200       0.00%       1,638,400      0.03%       0           0.00%       1x64x80x80      1x64x80x80      fail    fail
/model.22/cv3.1/cv3.1.1/act/Sigmoid  Sigmoid    52,428,800       0.01%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.21/cv1/conv/Conv              Conv       839,680,000      0.23%       5,376,000      0.10%       524,800     1.12%       1x1024x40x40    1x512x40x40     fail    fail
/model.21/cv1/act/Sigmoid            Sigmoid    26,214,400       0.01%       3,276,800      0.06%       0           0.00%       1x512x40x40     1x512x40x40     fail    fail
/model.22/cv2.1/cv2.1.1/act/Mul      Mul        409,600          0.00%       1,638,400      0.03%       0           0.00%       1x64x80x80      1x64x80x80      fail    fail
/model.22/cv3.1/cv3.1.1/act/Mul      Mul        1,638,400        0.00%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.22/cv2.1/cv2.1.2/Conv         Conv       26,624,000       0.01%       1,655,040      0.03%       4,160       0.01%       1x64x80x80      1x64x80x80      fail    fail
/model.22/cv3.1/cv3.1.2/Conv         Conv       842,137,600      0.23%       13,633,536     0.26%       131,584     0.28%       1x256x80x80     1x512x80x80     fail    fail
/model.21/cv1/act/Mul                Mul        819,200          0.00%       3,276,800      0.06%       0           0.00%       1x512x40x40     1x512x40x40     fail    fail
/model.21/Shape                      Shape      0                0.00%       32             0.00%       0           0.00%       1x512x40x40     4               fail    fail
/model.22/cv4.1/Einsum               Einsum     262,144,000      0.07%       2,048,000      0.04%       0           0.00%       1x512x80x80     1x80x80x80      fail    fail
/model.21/Gather                     Gather     0                0.00%       8              0.00%       0           0.00%       4               1               fail    fail
/model.22/cv4.1/Mul                  Mul        512,000          0.00%       2,048,000      0.04%       0           0.00%       1x80x80x80      1x80x80x80      fail    fail
/model.22/cv4.1/Add                  Add        512,000          0.00%       2,048,000      0.04%       0           0.00%       1x80x80x80      1x80x80x80      fail    fail
/model.21/Add                        Add        1                0.00%       8              0.00%       0           0.00%       1               1               fail    fail
/model.21/Div                        Div        4                0.00%       8              0.00%       0           0.00%       1               1               fail    fail
/model.22/Concat_1                   Concat     0                0.00%       3,686,400      0.07%       0           0.00%       1x64x80x80      1x144x80x80     fail    fail
/model.21/Mul_1                      Mul        1                0.00%       8              0.00%       0           0.00%       1               1               fail    fail
/model.21/Mul                        Mul        1                0.00%       8              0.00%       0           0.00%       1               1               fail    fail
/model.22/Reshape_1                  Reshape    0                0.00%       3,686,400      0.07%       0           0.00%       1x144x80x80     1x144x6400      fail    fail
/model.21/Slice_1                    Slice      0                0.00%       1,638,400      0.03%       0           0.00%       1x512x40x40     1x256x40x40     fail    fail
/model.21/Slice                      Slice      0                0.00%       1,638,400      0.03%       0           0.00%       1x512x40x40     1x256x40x40     fail    fail
/model.21/m.0/cv1/conv/Conv          Conv       944,128,000      0.26%       3,998,720      0.08%       590,080     1.26%       1x256x40x40     1x256x40x40     fail    fail
/model.21/m.0/cv1/act/Sigmoid        Sigmoid    13,107,200       0.00%       1,638,400      0.03%       0           0.00%       1x256x40x40     1x256x40x40     fail    fail
/model.21/m.0/cv1/act/Mul            Mul        409,600          0.00%       1,638,400      0.03%       0           0.00%       1x256x40x40     1x256x40x40     fail    fail
/model.21/m.0/cv2/conv/Conv          Conv       944,128,000      0.26%       3,998,720      0.08%       590,080     1.26%       1x256x40x40     1x256x40x40     fail    fail
/model.21/m.0/cv2/act/Sigmoid        Sigmoid    13,107,200       0.00%       1,638,400      0.03%       0           0.00%       1x256x40x40     1x256x40x40     fail    fail
/model.21/m.0/cv2/act/Mul            Mul        409,600          0.00%       1,638,400      0.03%       0           0.00%       1x256x40x40     1x256x40x40     fail    fail
/model.21/m.1/cv1/conv/Conv          Conv       944,128,000      0.26%       3,998,720      0.08%       590,080     1.26%       1x256x40x40     1x256x40x40     fail    fail
/model.21/m.1/cv1/act/Sigmoid        Sigmoid    13,107,200       0.00%       1,638,400      0.03%       0           0.00%       1x256x40x40     1x256x40x40     fail    fail
/model.21/m.1/cv1/act/Mul            Mul        409,600          0.00%       1,638,400      0.03%       0           0.00%       1x256x40x40     1x256x40x40     fail    fail
/model.21/m.1/cv2/conv/Conv          Conv       944,128,000      0.26%       3,998,720      0.08%       590,080     1.26%       1x256x40x40     1x256x40x40     fail    fail
/model.21/m.1/cv2/act/Sigmoid        Sigmoid    13,107,200       0.00%       1,638,400      0.03%       0           0.00%       1x256x40x40     1x256x40x40     fail    fail
/model.21/m.1/cv2/act/Mul            Mul        409,600          0.00%       1,638,400      0.03%       0           0.00%       1x256x40x40     1x256x40x40     fail    fail
/model.21/m.2/cv1/conv/Conv          Conv       944,128,000      0.26%       3,998,720      0.08%       590,080     1.26%       1x256x40x40     1x256x40x40     fail    fail
/model.21/m.2/cv1/act/Sigmoid        Sigmoid    13,107,200       0.00%       1,638,400      0.03%       0           0.00%       1x256x40x40     1x256x40x40     fail    fail
/model.21/m.2/cv1/act/Mul            Mul        409,600          0.00%       1,638,400      0.03%       0           0.00%       1x256x40x40     1x256x40x40     fail    fail
/model.21/m.2/cv2/conv/Conv          Conv       944,128,000      0.26%       3,998,720      0.08%       590,080     1.26%       1x256x40x40     1x256x40x40     fail    fail
/model.21/m.2/cv2/act/Sigmoid        Sigmoid    13,107,200       0.00%       1,638,400      0.03%       0           0.00%       1x256x40x40     1x256x40x40     fail    fail
/model.21/m.2/cv2/act/Mul            Mul        409,600          0.00%       1,638,400      0.03%       0           0.00%       1x256x40x40     1x256x40x40     fail    fail
/model.21/attn/Reshape_1             Reshape    0                0.00%       1,638,400      0.03%       0           0.00%       1x256x40x40     1x8x32x40x40    fail    fail
/model.21/attn/proj_conv/conv/Conv   Conv       944,128,000      0.26%       3,998,720      0.08%       590,080     1.26%       1x256x40x40     1x256x40x40     fail    fail
/model.21/attn/Reshape_2             Reshape    0                0.00%       1,638,400      0.03%       0           0.00%       1x256x40x40     1x8x32x40x40    fail    fail
/model.21/attn/Einsum                Einsum     32,768,000       0.01%       4,096,000      0.08%       0           0.00%       1x8x32x40x40    1x8x40x40x80    fail    fail
/model.21/attn/ReduceMax             ReduceMax  1,024,000        0.00%       51,200         0.00%       0           0.00%       1x8x40x40x80    1x8x40x40       fail    fail
/model.21/attn/Div                   Div        51,200           0.00%       51,200         0.00%       0           0.00%       1x8x40x40       1x8x40x40       fail    fail
/model.21/attn/Add                   Add        12,800           0.00%       51,232         0.00%       8           0.00%       1x8x40x40       1x8x40x40       fail    fail
/model.21/attn/Sigmoid               Sigmoid    409,600          0.00%       51,200         0.00%       0           0.00%       1x8x40x40       1x8x40x40       fail    fail
/model.21/attn/Mul                   Mul        12,800           0.00%       51,200         0.00%       0           0.00%       1x8x40x40       1x8x40x40       fail    fail
/model.21/attn/Unsqueeze             Unsqueeze  0                0.00%       51,200         0.00%       0           0.00%       1x8x40x40       1x8x1x40x40     fail    fail
/model.21/attn/Mul_1                 Mul        409,600          0.00%       1,638,400      0.03%       0           0.00%       1x8x32x40x40    1x8x32x40x40    fail    fail
/model.21/attn/Reshape_3             Reshape    0                0.00%       1,638,400      0.03%       0           0.00%       1x8x32x40x40    1x256x40x40     fail    fail
/model.21/Concat                     Concat     0                0.00%       9,830,400      0.19%       0           0.00%       1x256x40x40     1x1536x40x40    fail    fail
/model.21/cv2/conv/Conv              Conv       1,259,110,400    0.35%       6,424,576      0.12%       786,944     1.68%       1x1536x40x40    1x512x40x40     fail    fail
/model.21/cv2/act/Sigmoid            Sigmoid    26,214,400       0.01%       3,276,800      0.06%       0           0.00%       1x512x40x40     1x512x40x40     fail    fail
/model.21/cv2/act/Mul                Mul        819,200          0.00%       3,276,800      0.06%       0           0.00%       1x512x40x40     1x512x40x40     fail    fail
/model.22/cv2.2/cv2.2.0/conv/Conv    Conv       471,961,600      0.13%       1,589,504      0.03%       294,976     0.63%       1x512x40x40     1x64x40x40      fail    fail
/model.22/cv3.2/cv3.2.0/conv/Conv    Conv       1,887,846,400    0.52%       6,358,016      0.12%       1,179,904   2.52%       1x512x40x40     1x256x40x40     fail    fail
/model.22/cv3.2/cv3.2.0/act/Sigmoid  Sigmoid    13,107,200       0.00%       1,638,400      0.03%       0           0.00%       1x256x40x40     1x256x40x40     fail    fail
/model.22/cv2.2/cv2.2.0/act/Sigmoid  Sigmoid    3,276,800        0.00%       409,600        0.01%       0           0.00%       1x64x40x40      1x64x40x40      fail    fail
/model.22/cv2.2/cv2.2.0/act/Mul      Mul        102,400          0.00%       409,600        0.01%       0           0.00%       1x64x40x40      1x64x40x40      fail    fail
/model.22/cv3.2/cv3.2.0/act/Mul      Mul        409,600          0.00%       1,638,400      0.03%       0           0.00%       1x256x40x40     1x256x40x40     fail    fail
/model.22/cv3.2/cv3.2.1/conv/Conv    Conv       944,128,000      0.26%       3,998,720      0.08%       590,080     1.26%       1x256x40x40     1x256x40x40     fail    fail
/model.22/cv2.2/cv2.2.1/conv/Conv    Conv       59,084,800       0.02%       557,312        0.01%       36,928      0.08%       1x64x40x40      1x64x40x40      fail    fail
/model.22/cv3.2/cv3.2.1/act/Sigmoid  Sigmoid    13,107,200       0.00%       1,638,400      0.03%       0           0.00%       1x256x40x40     1x256x40x40     fail    fail
/model.22/cv2.2/cv2.2.1/act/Sigmoid  Sigmoid    3,276,800        0.00%       409,600        0.01%       0           0.00%       1x64x40x40      1x64x40x40      fail    fail
/model.22/cv2.2/cv2.2.1/act/Mul      Mul        102,400          0.00%       409,600        0.01%       0           0.00%       1x64x40x40      1x64x40x40      fail    fail
/model.22/cv3.2/cv3.2.1/act/Mul      Mul        409,600          0.00%       1,638,400      0.03%       0           0.00%       1x256x40x40     1x256x40x40     fail    fail
/model.22/cv2.2/cv2.2.2/Conv         Conv       6,656,000        0.00%       426,240        0.01%       4,160       0.01%       1x64x40x40      1x64x40x40      fail    fail
/model.22/cv3.2/cv3.2.2/Conv         Conv       210,534,400      0.06%       3,803,136      0.07%       131,584     0.28%       1x256x40x40     1x512x40x40     fail    fail
/model.22/cv4.2/Einsum               Einsum     65,536,000       0.02%       512,000        0.01%       0           0.00%       1x512x40x40     1x80x40x40      fail    fail
/model.22/cv4.2/Mul                  Mul        128,000          0.00%       512,000        0.01%       0           0.00%       1x80x40x40      1x80x40x40      fail    fail
/model.22/cv4.2/Add                  Add        128,000          0.00%       512,000        0.01%       0           0.00%       1x80x40x40      1x80x40x40      fail    fail
/model.22/Concat_2                   Concat     0                0.00%       921,600        0.02%       0           0.00%       1x64x40x40      1x144x40x40     fail    fail
/model.22/Reshape_2                  Reshape    0                0.00%       921,600        0.02%       0           0.00%       1x144x40x40     1x144x1600      fail    fail
/model.22/Concat_6                   Concat     0                0.00%       19,353,600     0.37%       0           0.00%       1x144x25600     1x144x33600     fail    fail
/model.22/Split                      Split      0                0.00%       19,353,600     0.37%       0           0.00%       1x144x33600     1x64x33600      fail    fail
/model.22/Sigmoid                    Sigmoid    86,016,000       0.02%       10,752,000     0.21%       0           0.00%       1x80x33600      1x80x33600      fail    fail
/model.22/dfl/Shape                  Shape      0                0.00%       24             0.00%       0           0.00%       1x64x33600      3               fail    fail
/model.22/dfl/Shape_1                Shape      0                0.00%       24             0.00%       0           0.00%       1x64x33600      3               fail    fail
/model.22/dfl/Gather                 Gather     0                0.00%       0              0.00%       0           0.00%       3               0               fail    fail
/model.22/dfl/Gather_1               Gather     0                0.00%       0              0.00%       0           0.00%       3               0               fail    fail
/model.22/dfl/Unsqueeze_1            Unsqueeze  0                0.00%       8              0.00%       0           0.00%       0               1               fail    fail
/model.22/dfl/Unsqueeze_3            Unsqueeze  0                0.00%       8              0.00%       0           0.00%       0               1               fail    fail
/model.22/dfl/Unsqueeze_2            Unsqueeze  0                0.00%       8              0.00%       0           0.00%       0               1               fail    fail
/model.22/dfl/Unsqueeze              Unsqueeze  0                0.00%       8              0.00%       0           0.00%       0               1               fail    fail
/model.22/dfl/Concat_1               Concat     0                0.00%       24             0.00%       0           0.00%       1               3               fail    fail
/model.22/dfl/Concat                 Concat     0                0.00%       32             0.00%       0           0.00%       1               4               fail    fail
/model.22/dfl/Reshape                Reshape    0                0.00%       8,601,600      0.17%       0           0.00%       1x64x33600      1x4x16x33600    fail    fail
/model.22/dfl/Transpose              Transpose  0                0.00%       8,601,600      0.17%       0           0.00%       1x4x16x33600    1x33600x4x16    fail    fail
/model.22/dfl/Softmax                Softmax    77,414,400       0.02%       8,601,600      0.17%       0           0.00%       1x33600x4x16    1x33600x4x16    fail    fail
/model.22/dfl/Transpose_1            Transpose  0                0.00%       8,601,600      0.17%       0           0.00%       1x33600x4x16    1x16x4x33600    fail    fail
/model.22/dfl/conv/Conv              Conv       2,284,800        0.00%       537,664        0.01%       16          0.00%       1x16x4x33600    1x1x4x33600     fail    fail
/model.22/dfl/Reshape_1              Reshape    0                0.00%       537,600        0.01%       0           0.00%       1x1x4x33600     1x4x33600       fail    fail
/model.22/Shape_1                    Shape      0                0.00%       24             0.00%       0           0.00%       1x4x33600       3               fail    fail
/model.22/Gather_1                   Gather     0                0.00%       8              0.00%       0           0.00%       3               1               fail    fail
/model.22/Add                        Add        1                0.00%       8              0.00%       0           0.00%       1               1               fail    fail
/model.22/Div                        Div        4                0.00%       8              0.00%       0           0.00%       1               1               fail    fail
/model.22/Mul                        Mul        1                0.00%       8              0.00%       0           0.00%       1               1               fail    fail
/model.22/Mul_1                      Mul        1                0.00%       8              0.00%       0           0.00%       1               1               fail    fail
/model.22/Slice                      Slice      0                0.00%       268,800        0.01%       0           0.00%       1x4x33600       1x2x33600       fail    fail
/model.22/Slice_1                    Slice      0                0.00%       268,800        0.01%       0           0.00%       1x4x33600       1x2x33600       fail    fail
/model.22/Sub                        Sub        67,200           0.00%       268,800        0.01%       0           0.00%       1x2x33600       1x2x33600       fail    fail
/model.22/Add_1                      Add        67,200           0.00%       268,800        0.01%       0           0.00%       1x2x33600       1x2x33600       fail    fail
/model.22/Sub_1                      Sub        67,200           0.00%       268,800        0.01%       0           0.00%       1x2x33600       1x2x33600       fail    fail
/model.22/Add_2                      Add        67,200           0.00%       268,800        0.01%       0           0.00%       1x2x33600       1x2x33600       fail    fail
/model.22/Div_1                      Div        268,800          0.00%       268,800        0.01%       0           0.00%       1x2x33600       1x2x33600       fail    fail
/model.22/Concat_7                   Concat     0                0.00%       537,600        0.01%       0           0.00%       1x2x33600       1x4x33600       fail    fail
/model.22/Mul_2                      Mul        134,400          0.00%       537,600        0.01%       0           0.00%       1x4x33600       1x4x33600       fail    fail
/model.22/Concat_8                   Concat     0                0.00%       11,289,600     0.22%       0           0.00%       1x4x33600       1x84x33600      fail    fail
Total                                _          361,251,658,275  100%        5,190,588,952  100%        46,804,844  100%        _               _               _       _
